"PELLID","Institution","State","Recipients","Awards"
"2415","Mississippi College","MS","1180","1552784.0600000001"
"14574","Mississippi College Of Beauty Culture","MS","69","172979"
"2416","Mississippi Delta Community College","MS","2434","6289777.8300000001"
"2417","Mississippi Gulf Coast Community College","MS","4184","9272571.5"
"2423","Mississippi State University","MS","4154","10585570.970000001"
"2422","Mississippi University For Women","MS","923","2273098.3199999998"
"2424","Mississippi Valley State University","MS","2489","7615241.79"
"2426","Northeast Mississippi Community College","MS","1380","3235821.5899999999"
"2427","Northwest Mississippi Community College","MS","3825","8043360.21"
"2430","Pearl River Community College","MS","2296","5558752.0800000001"
"2433","Rust College","MS","554","1552763.5"
"15024","Southeastern Baptist College","MS","47","96747"
"2436","Southwest Mississippi Community College","MS","1225","2883392"
"2439","Tougaloo College","MS","607","1747419"
"32633","Traxler'S School Of Hair","MS","58","153489"
"2440","University Of Mississippi","MS","2592","6695805.5"
"2441","University Of Southern Mississippi","MS","5194","13268386.310000001"
"11461","Wesley College","MS","48","112521"
"2447","William Carey College","MS","1024","2256712"
"2448","Wood College","MS","139","351983"
"26213","Academy Of Cosmetology","MT","22","46209"
"14902","Blackfeet Community College","MT","450","1047619"
"7900","Butte Academy Of Beauty Culture","MT","30","58793"
"2526","Carroll College","MT","358","876963.98999999999"
"14878","Chief Dull Knife College","MT","115","264300"
"9468","College Of Coiffure Art","MT","54","129273"
"8947","Dahl'S College Of Beauty","MT","21","22959"
"2529","Dawson Community College","MT","236","551493.53000000003"
"6777","Flathead Valley Community College","MT","616","1334215"
"16967","Fort Belknap College","MT","144","298021"
"16616","Fort Peck Community College","MT","273","666201.80000000005"
"7570","Helena College Of Technology Of The University Of Montana","MT","447","1018413.38"
"16135","Little Big Horn College","MT","165","367318.40999999997"
"2528","Miles Community College","MT","258","627250"
"32053","Modern Beauty School","MT","40","99567"
"2530","Montana State University - Billings","MT","1927","4381727.3600000003"
"2532","Montana State University - Bozeman","MT","3258","7443814"
"2533","Montana State University - Northern","MT","907","2256852.8500000001"
"9314","Montana State University Great Falls College Of Technology","MT","736","1551550.5"
"2531","Montana Tech Of The University Of Montana","MT","822","1956814.3500000001"
"2534","Rocky Mountain College","MT","345","826543.22999999998"
"4427","Saint Patrick Hospital School Of Radiologic Technology","MT","3","4850"
"11260","Saint Vincent Hospital & Health Center - School Of Radiography","MT","3","7300"
"15023","Salish Kootenai College","MT","602","1474393"
"26109","Stone Child College","MT","270","605719.25"
"2527","University Of Great Falls","MT","530","1232406.1699999999"
"2536","University Of Montana","MT","3862","9349319.5199999996"
"2537","University Of Montana Western (The)","MT","570","1347863.75"
"5463","Alamance Community College","NC","929","1859234.3500000001"
"32373","Anson College Of Cosmetology","NC","14","26168"
"2906","Appalachian State University","NC","1995","4428623"
"14578","Art Institute Of Charlotte (The)","NC","252","432915.25"
"4033","Asheville Buncombe Technical Community College","NC","1228","2295773.0099999998"
"2909","Barber-Scotia College","NC","485","1394923.75"
"2908","Barton College","NC","342","801440.16000000003"
"8558","Beaufort County Community College","NC","639","1467462.8300000001"
"2910","Belmont Abbey College","NC","205","457774"
"2911","Bennett College","NC","308","873965"
"7987","Bladen Community College","NC","799","1845564.3300000001"
"9684","Blue Ridge Community College","NC","440","692612.16000000003"
"2912","Brevard College","NC","225","532803"
"7814","Brookstone College Of Business","NC","563","1036795.23"
"15285","Brunswick Community College","NC","407","853436"
"15358","Cabarrus College Of Health Sciences","NC","55","116263"
"4835","Caldwell Community College & Technical Institute","NC","1089","2204199.1800000002"
"2913","Campbell University","NC","1130","2319783.8399999999"
"5320","Cape Fear Community College","NC","1923","3879270.5899999999"
"16130","Carolina Beauty College","NC","699","1293858.3300000001"
"8081","Carteret Community College","NC","698","1483191.77"
"2914","Catawba College","NC","493","1167882.23"
"5318","Catawba Valley Community College","NC","948","1865834.4099999999"
"5449","Central Carolina Community College","NC","1413","2852915.1899999999"
"2915","Central Piedmont Community College - Central","NC","2084","3778183.2799999998"
"31042","Charlotte Mecklenburg Hospital Authority","NC","69","137182"
"17159","Cheveux School Of Hair Design","NC","66","148390.5"
"2916","Chowan College","NC","363","872897"
"8082","Cleveland Community College","NC","978","2095439.3"
"5316","Coastal Carolina Community College","NC","1173","2331056.1699999999"
"2917","College Of The Albemarle","NC","606","1349719.95"
"30644","Cosmetology Institute Of Beauty Arts & Sciences (The)","NC","75","174812"
"8086","Craven Community College","NC","972","2102776.1600000001"
"2918","Davidson College","NC","107","248100"
"2919","Davidson County Community College","NC","1145","2176886.0499999998"
"2920","Duke University","NC","629","1554241"
"5448","Durham Technical Community College","NC","1256","2298569.7400000002"
"2923","East Carolina University","NC","3982","9865244.3200000003"
"8855","Edgecombe Community College","NC","1350","2631698.4399999999"
"2926","Elizabeth City State University","NC","1260","3548175.2000000002"
"2927","Elon University","NC","357","824601.08999999997"
"15211","Fayetteville Beauty College","NC","76","142966"
"2928","Fayetteville State University","NC","2250","6016369"
"7640","Fayetteville Technical Community College","NC","2873","6080620.1399999997"
"5317","Forsyth Technical Community College","NC","1484","2998059.75"
"2929","Gardner-Webb University","NC","860","1828026"
"2973","Gaston College","NC","1439","2746018.0499999998"
"2930","Greensboro College","NC","321","763035.46999999997"
"2931","Guilford College","NC","378","833940.68999999994"
"4838","Guilford Technical Community College","NC","1875","3969653.5299999998"
"15789","Hairstyling Institute Of Charlotte","NC","26","64801.010000000002"
"7986","Halifax Community College","NC","1187","2433799.1000000001"
"8083","Haywood Community College","NC","596","1407459.9299999999"
"30893","Heritage Bible College","NC","41","95455"
"2933","High Point University","NC","927","2038928"
"2934","Isothermal Community College","NC","652","1333735.51"
"7687","James Sprunt Community College","NC","561","1309258.97"
"13819","John Wesley College","NC","66","130997"
"2936","Johnson C. Smith University","NC","1137","3201464"
"9336","Johnston Community College","NC","728","1554193.3400000001"
"2937","King'S College","NC","197","445994.64000000001"
"2939","Lees-Mcrae College","NC","242","601091.14000000001"
"2940","Lenoir Community College","NC","1130","2597129.1699999999"
"2941","Lenoir-Rhyne College","NC","351","799124"
"11926","Leon'S Beauty School","NC","76","172130"
"2942","Livingstone College","NC","728","2089450"
"2943","Louisburg College","NC","224","563564"
"2944","Mars Hill College","NC","495","1087615"
"7988","Martin Community College","NC","483","1128304.6100000001"
"11197","Mayland Community College","NC","345","689883.45999999996"
"8085","Mcdowell Technical Community College","NC","558","1209928.0900000001"
"33613","Medical Arts Massage School","NC","16","20888"
"6478","Mercy School Of Nursing","NC","50","101402"
"2945","Meredith College","NC","452","962510"
"2946","Methodist College","NC","670","1474774.8700000001"
"2947","Mitchell Community College","NC","641","1375157.3300000001"
"14793","Mitchell'S Hair Styling Academy","NC","8","18572"
"13670","Mitchells Hair Styling Academy","NC","123","237614.34"
"14858","Mitchell'S Hairstyling Academy","NC","20","51317.050000000003"
"11799","Mitchell'S Hairstyling Academy","NC","49","104591.08"
"8087","Montgomery Community College","NC","354","768996.93000000005"
"2948","Montreat College","NC","360","698485"
"2949","Mount Olive College","NC","655","1269699"
"13850","Mr David'S School Of Hair Design","NC","53","141878.25"
"8557","Nash Community College","NC","890","1645279.8600000001"
"2905","North Carolina Agricultural And Technical State University","NC","3335","8809935.1799999997"
"2950","North Carolina Central University","NC","2487","6673853.75"
"3981","North Carolina School Of The Arts","NC","136","326163"
"2972","North Carolina State University","NC","3126","7558743"
"2951","North Carolina Wesleyan College","NC","705","1610097.6599999999"
"7031","Pamlico Community College","NC","165","355956"
"2953","Peace College","NC","149","372477"
"2955","Pfeiffer University","NC","345","774683"
"2956","Piedmont Baptist College","NC","106","231926.64000000001"
"9646","Piedmont Community College","NC","728","1469436.1499999999"
"4062","Pitt Community College","NC","1979","4258184.7400000002"
"6482","Presbyterian Hospital School Of Nursing","NC","47","87381.869999999995"
"2957","Queens University Of Charlotte","NC","235","476231"
"5447","Randolph Community College","NC","704","1358425.29"
"5464","Richmond Community College","NC","943","2216056.2400000002"
"14101","Roanoke Bible College","NC","84","193069.47"
"8613","Roanoke Chowan Community College","NC","692","1606049.9099999999"
"8612","Robeson Community College","NC","1247","3432010.46"
"2958","Rockingham Community College","NC","691","1319497.3"
"5754","Rowan Cabarrus Community College","NC","1617","3044993.96"
"2967","Saint Andrews Presbyterian College","NC","213","526901"
"2960","Salem College","NC","351","793458.03000000003"
"7892","Sampson Community College","NC","703","1495653.5"
"2961","Sandhills Community College","NC","1492","3095141.6600000001"
"31090","School Of Communication Arts Of North Carolina Inc","NC","141","272019.90999999997"
"2962","Shaw University","NC","1673","4323950.5"
"10264","South College","NC","222","457831"
"7985","South Piedmont Community College","NC","888","1864890.75"
"2964","Southeastern Community College","NC","1099","2628295.6400000001"
"8466","Southwestern Community College","NC","659","1479067.21"
"2968","St Augustines College","NC","918","2610286.75"
"11194","Stanly Community College","NC","620","1271630.76"
"2970","Surry Community College","NC","927","1930541"
"9430","Tri-County Community College","NC","775","1635583.6100000001"
"2974","University Of North Carolina - Chapel Hill","NC","2090","5098320.5"
"2975","University Of North Carolina - Charlotte","NC","3433","7985551"
"2976","University Of North Carolina - Greensboro","NC","2727","6216284.4900000002"
"2907","University Of North Carolina At Asheville","NC","703","1636326.27"
"2954","University Of North Carolina At Pembroke","NC","1790","4186302.5"
"2984","University Of North Carolina At Wilmington (The)","NC","1968","4482431"
"9903","Vance - Granville Community College","NC","1967","3910306.0499999998"
"2978","Wake Forest University","NC","289","696410"
"4844","Wake Technical Community College","NC","1948","3739510.0099999998"
"2979","Warren Wilson College","NC","200","473929"
"6483","Watts School Of Nursing","NC","25","48900"
"8216","Wayne Community College","NC","1169","2348601.6600000001"
"2981","Western Carolina University","NC","1422","3369246"
"2982","Western Piedmont Community College","NC","988","2176199.8100000001"
"2983","Wilkes Community College","NC","930","1867292.25"
"4845","Wilson Technical Community College","NC","996","2272095.0099999998"
"2985","Wingate University","NC","313","722066"
"30095","Winston-Salem Barber School","NC","47","107579.2"
"2986","Winston-Salem State University","NC","1512","4137271.5"
"4846","Aaker'S Business College","ND","230","417938"
"2988","Bismarck State College","ND","1020","2190650"
"15793","Cankdeska Cikana (Little Hoop) Community College","ND","168","332690"
"2989","Dickinson State University","ND","840","1954453.27"
"15536","Ft Berthold Community College","ND","158","433240"
"16232","Headquarters Academy Of Hair Design","ND","73","179392"
"2990","Jamestown College","ND","449","1084409"
"10406","Josef'S School Of Hair Design","ND","43","74566"
"7756","Josefs School Of Hair Design","ND","44","83217"
"2991","Lake Region State College","ND","339","705979"
"2993","Mayville State University","ND","257","593221"
"9354","Medcenter One College Of Nursing","ND","31","78537"
"2994","Minot State University","ND","1394","3086204.73"
"2995","Minot State University - Bottineau","ND","239","534416.97999999998"
"16929","Moler Barber College Of Hair Styling","ND","8","22817"
"2996","North Dakota State College Of Science","ND","903","2001513"
"2997","North Dakota State University Of Agriculture & Applied Science","ND","2539","5620460"
"12295","R D Hairstyling College","ND","44","95869"
"14993","Sitting Bull College","ND","188","385848.82000000001"
"12059","Trinity Bible College","ND","226","607092.60999999999"
"9450","Turtle Mountain Community College","ND","411","968881"
"14470","United Tribes Technical College","ND","281","784001"
"2992","University Of Mary","ND","770","1612122"
"3005","University Of North Dakota","ND","2582","6054764.5"
"3008","Valley City State University","ND","312","369640"
"3007","Williston State College","ND","415","979208.5"
"8492","Alegent Health School Of Radiologic Technology","NE","7","17525"
"9523","Bahner College Of Hairstyling","NE","98","207287"
"2538","Bellevue University","NE","914","1707836.71"
"6399","Bryan Lgh College Of Health Sciences","NE","61","107141.5"
"9617","Capitol Schools Of Hairstyling And Esthetics","NE","52","96399"
"14468","Central Community College","NE","1794","3240114.6200000001"
"2539","Chadron State College","NE","886","2087730.95"
"9862","Clarkson College","NE","127","237457"
"14176","College Of Hair Design","NE","104","225025.45999999999"
"2540","College Of Saint Mary","NE","359","761096"
"2541","Concordia University","NE","334","737296"
"31643","Creative Center (The)","NE","56","127640.7"
"2542","Creighton University","NE","540","1211391"
"2543","Dana College","NE","212","503956.92999999999"
"2544","Doane College","NE","434","932889.95999999996"
"10197","Eq School Of Hair Design","NE","33","77550"
"2547","Grace University","NE","231","473186"
"2548","Hastings College","NE","332","747518"
