"OPE_ID","Institution_Name","Institution_City","Institution_State","Institution Type And Control","Total_Awards","Total_Recipients"
"1307400","AMERICAN BEAUTY COLLEGE","WEST COVINA","CA","Proprietary 2 Year","391611","109"
"2241800","AMERICAN CAREER COLLEGE","LOS ANGELES","CA","Proprietary 2 Year","14486640","3866"
"3971300","AMERICAN CAREER COLLEGE","ONTARIO","CA","Proprietary 2 Year","5727763","1544"
"3144400","AMERICAN CLG OF HEALTH PROFESSIONS","RIVERSIDE","CA","Proprietary 2 Year","1867370","477"
"3962300","AMERICAN INSTITUTE OF MASSAGE THERAPY","SANTA ANA","CA","Proprietary 2 Year","58663","18"
"274100","AMERICAN JEWISH UNIVERSITY","BEL AIR","CA","Private 4 Year","213572","51"
"4159700","AMERICAN MEDICAL SCIENCES CENTER","GLENDALE","CA","Proprietary 2 Year","526191","109"
"123200","AMERICAN RIVER COLLEGE","SACRAMENTO","CA","Public 2 Year","31568577","9533"
"3225300","AMERICAN UNIVERSITY OF HEALTH SCIENCES","SIGNAL HILL","CA","Proprietary 4 Year","659614","167"
"4160400","ANGELES COLLEGE OF NURSING","LOS ANGELES","CA","Proprietary 2 Year","244256","61"
"4164400","ANGELES INSTITUTE","LAKEWOOD","CA","Proprietary 2 Year","677723","172"
"4191300","ANNENBERG SCHOOL OF NURSING","RESEDA","CA","Private 2 Year","103330","26"
"111300","ANTELOPE VALLEY COLLEGE","LANCASTER","CA","Public 2 Year","28711198","9292"
"111600","ART CENTER COLLEGE OF DESIGN","PASADENA","CA","Private 4 Year","3395868","784"
"2179941","ART INSTITUTE OF CALIFORNIA, LOS ANGELES","SANTA MONICA","CA","Proprietary 4 Year","7632749","1959"
"4057300","ASHER COLLEGE","SACRAMENTO","CA","Proprietary 2 Year","1595286","455"
"188100","ASHFORD UNIVERSITY","SAN DIEGO","CA","Proprietary 4 Year","184265225","49746"
"2595600","ASIAN AMERICAN INTERNATIONAL BTY CG","WESTMINSTER CITY","CA","Proprietary 2 Year","379485","97"
"4242500","ASSOCIATED BARBER COLLEGE OF SAN DIEGO","SAN DIEGO","CA","Proprietary 2 Year","26307","10"
"902200","ASSOCIATED TECHNICAL COLLEGE","LOS ANGELES","CA","Proprietary 2 Year","2127397","485"
"2553500","ASSOCIATED TECHNICAL COLLEGE","SAN DIEGO","CA","Proprietary 2 Year","875491","232"
"3740400","ATI COLLEGE","NORWALK","CA","Proprietary 2 Year","501427","119"
"3598300","AVALON BEAUTY COLLEGE","SANTA BARBARA","CA","Proprietary 2 Year","287355","74"
"2258600","AVALON SCHOOL OF COSMETOLOGY","ALAMEDA","CA","Proprietary 2 Year","593946","172"
"2519800","AVANCE BEAUTY COLLEGE","SAN DIEGO","CA","Proprietary 2 Year","264973","67"
"4240200","AVIATION INSTITUTE OF MAINTENANCE","OAKLAND","CA","Proprietary 2 Year","411514","118"
"111700","AZUSA PACIFIC UNIVERSITY","AZUSA","CA","Private 4 Year","12375745","3128"
"111800","BAKERSFIELD COLLEGE","BAKERSFIELD","CA","Public 2 Year","29509098","9145"
"3067400","BALDWIN PARK ADULT SCHOOL","BALDWIN PARK","CA","Public 2 Year","935135","268"
"111900","BARSTOW COMMUNITY COLLEGE","BARSTOW","CA","Public 2 Year","7468968","2283"
"4228800","BAY AREA COLLEGE OF NURSING","PALO ALTO","CA","Proprietary 2 Year","148164","45"
"4223700","BAY AREA MEDICAL ACADEMY","SAN FRANCISCO","CA","Proprietary 2 Year","275842","71"
"3999300","BEAUMONT ADULT SCHOOL","BEAUMONT","CA","Public 2 Year","423989","97"
"705000","BELLUS ACADEMY","NATIONAL CITY","CA","Proprietary 2 Year","820263","195"
"1202600","BELLUS ACADEMY","EL CAJON","CA","Proprietary 2 Year","520088","135"
"2343400","BELLUS ACADEMY","POWAY","CA","Proprietary 2 Year","1675587","455"
"4176300","BERGIN UNIVERSITY OF CANINE STUDIES","SANTA ROSA","CA","Private 4 Year","41205","12"
"2242700","BERKELEY CITY COLLEGE","BERKELEY","CA","Public 2 Year","6930981","1963"
"3266300","BETHESDA UNIVERSITY OF CALIFORNIA","ANAHEIM","CA","Private 4 Year","553634","132"
"4148200","BEYOND 21ST CENTURY BEAUTY ACADEMY","SANTA FE SPRINGS","CA","Proprietary 2 Year","199895","48"
"112200","BIOLA UNIVERSITY","LA MIRADA","CA","Private 4 Year","6106830","1488"
"4003300","BLAKE AUSTIN COLLEGE","VACAVILLE","CA","Proprietary 2 Year","1248428","325"
"4137200","BORNER'S BARBER COLLEGE","LOS ANGELES","CA","Proprietary 2 Year","157547","47"
"4161800","BRANDMAN UNIVERSITY","IRVINE","CA","Private 4 Year","8370156","2426"
"3308300","BRISTOL UNIVERSITY","ANAHEIM","CA","Proprietary 4 Year","515681","120"
"112300","BROOKS INSTITUTE","SANTA BARBARA","CA","Proprietary 4 Year","1049346","238"
"2543400","BROWNSON TECHNICAL SCHOOL","ANAHEIM","CA","Proprietary 2 Year","626951","168"
"716400","BRYAN COLLEGE","LOS ANGELES","CA","Proprietary 4 Year","6195418","1671"
"807300","BUTTE COMMUNITY COLLEGE","OROVILLE","CA","Public 2 Year","23515734","6793"
"112400","CABRILLO COLLEGE","APTOS","CA","Public 2 Year","12749314","3642"
"114300","CAL POLY STATE UNIVERSITY","SAN LUIS OBISPO","CA","Public 4 Year","16527618","3971"
"114400","CALIF STATE POLYTECHNIC UNIV POMONA","POMONA","CA","Public 4 Year","48440942","11106"
"114600","CALIF STATE UNIV - CHICO","CHICO","CA","Public 4 Year","34481424","7722"
"114700","CALIF STATE UNIV - FRESNO","FRESNO","CA","Public 4 Year","58205799","12901"
"799300","CALIF STATE UNIV BAKERSFIELD","BAKERSFIELD","CA","Public 4 Year","23160638","5355"
"114200","CALIF STATE UNIV SAN BERNARDINO","SAN BERNARDINO","CA","Public 4 Year","48564823","11028"
"114100","CALIF STATE UNIV, DOMINGUEZ HILLS","CARSON","CA","Public 4 Year","34793256","8044"
"3011300","CALIF STATE UNIV, SAN MARCOS","SAN MARCOS","CA","Public 4 Year","24668190","5733"
"113700","CALIF STATE UNIV-FULLERTON","FULLERTON","CA","Public 4 Year","68994863","16143"
"113900","CALIF STATE UNIV-LONG BEACH","LONG BEACH","CA","Public 4 Year","76351011","17599"
"114000","CALIF STATE UNIV-LOS ANGELES","LOS ANGELES","CA","Public 4 Year","67299616","15563"
"115300","CALIF STATE UNIV-NORTHRIDGE","NORTHRIDGE","CA","Public 4 Year","87587197","19680"
"115000","CALIF STATE UNIV-SACRAMENTO","SACRAMENTO","CA","Public 4 Year","66218566","15669"
"115700","CALIF STATE UNIV-STANISLAUS","TURLOCK","CA","Public 4 Year","22537023","5308"
"4152800","CALIFORNIA ACADEMY (THE) - A PAUL MITCHE","SACRAMENTO","CA","Proprietary 2 Year","1569293","431"
"112500","CALIFORNIA BAPTIST UNIVERSITY","RIVERSIDE","CA","Private 4 Year","14250155","3577"
"4237800","CALIFORNIA BARBER AND BEAUTY COLLEGE","SAN DIEGO","CA","Proprietary 2 Year","243784","60"
"2065700","CALIFORNIA BEAUTY COLLEGE","MODESTO","CA","Proprietary 2 Year","292312","76"
"3974500","CALIFORNIA CAREER COLLEGE","CANOGA PARK","CA","Proprietary 2 Year","271432","73"
"4215100","CALIFORNIA CAREER INSTITUTE","GARDEN GROVE","CA","Proprietary 2 Year","736561","175"
"2520200","CALIFORNIA CAREER SCHOOLS","ANAHEIM","CA","Proprietary 2 Year","32288","12"
"884400","CALIFORNIA CHRISTIAN COLLEGE","FRESNO","CA","Private 4 Year","55498","14"
"112700","CALIFORNIA COLLEGE OF THE ARTS","SAN FRANCISCO","CA","Private 4 Year","2309588","524"
"2110800","CALIFORNIA COLLEGE SAN DIEGO","SAN DIEGO","CA","Proprietary 4 Year","5473462","1372"
"2220200","CALIFORNIA CULINARY ACADEMY","SAN FRANCISCO","CA","Proprietary 2 Year","935974","249"
"1186500","CALIFORNIA HAIR DESIGN ACADEMY","SAN DIEGO","CA","Proprietary 2 Year","837912","199"
"3681300","CALIFORNIA HEALING ARTS COLLEGE","LOS ANGELES","CA","Proprietary 2 Year","599651","146"
"1215400","CALIFORNIA INSTITUTE OF INTEGRAL STUDIES","SAN FRANCISCO","CA","Private 4 Year","342823","82"
"113100","CALIFORNIA INSTITUTE OF TECHNOLOGY","PASADENA","CA","Private 4 Year","537048","127"
"113200","CALIFORNIA INSTITUTE OF THE ARTS","VALENCIA","CA","Private 4 Year","1405792","304"
"4237600","CALIFORNIA JAZZ CONSERVATORY","BERKELEY","CA","Private 4 Year","12442","5"
"113300","CALIFORNIA LUTHERAN UNIVERSITY","THOUSAND OAKS","CA","Private 4 Year","3425991","859"
"113400","CALIFORNIA MARITIME ACADEMY","VALLEJO","CA","Public 4 Year","1599786","347"
"4189700","CALIFORNIA MIRAMAR UNIVERSITY","SAN DIEGO","CA","Proprietary 4 Year","28478","6"
"3935300","CALIFORNIA NURSES EDUCATIONAL INSTITUTE","CATHEDRAL CITY","CA","Proprietary 2 Year","661404","176"
"3260300","CALIFORNIA STATE U-MONTEREY BAY","SEASIDE","CA","Public 4 Year","15084705","3483"
"3980300","CALIFORNIA STATE UNIVERSITY CHANNEL ISLA","CAMARILLO","CA","Public 4 Year","12990761","3095"
"113800","CALIFORNIA STATE UNIVERSITY, EAST BAY","HAYWARD","CA","Public 4 Year","28257868","6777"
"4133100","CALIFORNIA UNIVERSITY OF MANAGEMENT AND","ANAHEIM","CA","Private 4 Year","11460","2"
"3874300","CAMBRIDGE JUNIOR COLLEGE","YUBA CITY","CA","Proprietary 2 Year","1003889","249"
"697300","CANADA COLLEGE","REDWOOD CITY","CA","Public 2 Year","3854736","1191"
"3019900","CAPSTONE COLLEGE","VAN NUYS","CA","Proprietary 2 Year","158910","45"
"2125000","CAREER ACADEMY OF BEAUTY","WEST GARDEN GROVE","CA","Proprietary 2 Year","429752","126"
"3797400","CAREER CARE INSTITUTE","LANCASTER","CA","Proprietary 2 Year","2524037","712"
"4119200","CAREER COLLEGE CONSULTANTS","LOS ANGELES","CA","Proprietary 2 Year","405914","99"
"4056300","CAREER COLLEGE OF CALIFORNIA","SANTA ANA","CA","Proprietary 2 Year","535607","135"
"4134500","CAREER COLLEGE OF SAN DIEGO","SAN DIEGO","CA","Proprietary 2 Year","575325","183"
"4144200","CAREER DEVELOPMENT INSTITUTE","LOS ANGELES","CA","Proprietary 2 Year","334653","93"
"3242300","CAREER NETWORK INSTITUTE","ORANGE","CA","Proprietary 4 Year","2095901","564"
"974800","CARRINGTON COLLEGE","SACRAMENTO","CA","Proprietary 2 Year","19181336","5154"
"673100","CASA LOMA COLLEGE","VAN NUYS","CA","Private 2 Year","1697945","413"
"2332800","CENTER FOR EMPLOYMENT TRAINING","SAN JOSE","CA","Private 2 Year","8715083","2303"
"3097700","CENTRAL CALIF SCH CONTINUING EDUC","SAN LUIS OBISPO","CA","Proprietary 2 Year","690657","145"
"2602300","CENTRAL COAST COLLEGE","SALINAS","CA","Proprietary 2 Year","682941","222"
"4150000","CENTRAL NURSING COLLEGE","LOS ANGELES","CA","Proprietary 2 Year","58457","19"
"116100","CERRITOS COLLEGE","NORWALK","CA","Public 2 Year","37084342","11776"
"1011100","CERRO-COSO COMMUNITY COLLEGE","RIDGECREST","CA","Public 2 Year","3675504","1314"
"116200","CHABOT COLLEGE","HAYWARD","CA","Public 2 Year","11721572","3718"
"116300","CHAFFEY COLLEGE","RANCHO CUCAMONGA","CA","Public 2 Year","24515276","8522"
"4126400","CHAMPION INSTITUTE OF COSMETOLOGY","PALM SPRINGS","CA","Proprietary 2 Year","82723","21"
"116400","CHAPMAN UNIVERSITY","ORANGE","CA","Private 4 Year","5302576","1263"
"1036500","CHARLES R DREW UNIV OF MED & SCI","LOS ANGELES","CA","Private 4 Year","183446","40"
"3278300","CHARTER COLLEGE","CANYON COUNTRY","CA","Proprietary 4 Year","3307852","928"
"2155300","CHICAGO SCHOOL OF PROFESSIONAL PSYCHOLOG","LOS ANGELES","CA","Private 4 Year","46630","17"
"4180000","CINTA AVEDA INSTITUTE","SAN FRANCISCO","CA","Proprietary 2 Year","838728","235"
"116600","CITRUS COLLEGE","GLENDORA","CA","Public 2 Year","15919045","4897"
"2178700","CITRUS HEIGHTS BEAUTY COLLEGE","CITRUS HEIGHTS","CA","Proprietary 2 Year","270932","69"
"450201","CITY COLLEGE OF SAN FRANCISCO","SAN FRANCISCO","CA","Public 2 Year","10561","5"
"450200","CITY COLLEGE OF SAN FRANCISCO","SAN FRANCISCO","CA","Public 2 Year","22175605","6635"
"117000","CLAREMONT MCKENNA COLLEGE","CLAREMONT","CA","Private 4 Year","663850","151"
"2309500","CLOVIS ADULT EDUC","CLOVIS","CA","Public 2 Year","689408","182"
"4115300","COACHELLA VALLEY BEAUTY COLLEGE","LA QUINTA","CA","Proprietary 2 Year","545660","152"
"4126500","COAST CAREER INSTITUTE","LOS ANGELES","CA","Proprietary 2 Year","1473597","440"
"4092300","COASTLINE BEAUTY COLLEGE","FOUNTAIN VALLEY","CA","Proprietary 2 Year","517213","154"
"2063500","COASTLINE COMMUNITY COLLEGE","FOUNTAIN VALLEY","CA","Public 2 Year","10596505","3514"
"3577300","COBA ACADEMY","ORANGE","CA","Proprietary 2 Year","134189","41"
"117700","COGSWELL POLYTECHNICAL COLLEGE","SUNNYVALE","CA","Proprietary 4 Year","1352259","322"
"729600","COLEMAN COLLEGE","SAN DIEGO","CA","Private 4 Year","1365168","325"
"117801","COLG OF MARIN-INDIAN VALLEY CMPS","NOVATO","CA","Public 2 Year","5730","1"
"2220000","COLLEEN O'HARA BEAUTY ACADEMY","SANTA ANA","CA","Proprietary 2 Year","325040","89"
"672000","COLLEGE OF ALAMEDA","ALAMEDA","CA","Public 2 Year","6591865","1802"
"117800","COLLEGE OF MARIN","KENTFIELD","CA","Public 2 Year","4188856","1365"
"118100","COLLEGE OF SAN MATEO","SAN MATEO","CA","Public 2 Year","5357008","1531"
"890300","COLLEGE OF THE CANYONS","SANTA CLARITA","CA","Public 2 Year","15822600","4904"
"118200","COLLEGE OF THE DESERT","PALM DESERT","CA","Public 2 Year","15611793","4797"
"118500","COLLEGE OF THE REDWOODS","EUREKA","CA","Public 2 Year","7580739","2289"
"118600","COLLEGE OF THE SEQUOIAS","VISALIA","CA","Public 2 Year","18982790","5870"
"118700","COLLEGE OF THE SISKIYOUS","WEED","CA","Public 2 Year","3168710","878"
"4194300","COLTON-REDLANDS-YUCAIPA REGIONAL OCCUPAT","REDLANDS","CA","Public 2 Year","288543","70"
"770700","COLUMBIA COLLEGE","SONORA","CA","Public 2 Year","2990258","959"
"2110200","COLUMBIA COLLEGE","TARZANA","CA","Private 4 Year","825434","215"
"3874400","COMMMUNITY CHRISTIAN COLLEGE","REDLANDS","CA","Private 2 Year","118770","36"
"3250300","COMMUNITY BASED EDUCATION AND DEVELOPMEN","LOS ANGELES","CA","Private 2 Year","1678022","427"
"3695300","COMMUNITY ENHANCEMENT SERVICES","BURBANK","CA","Private 2 Year","597526","169"
"119701","COMPTON COMMUNITY COLLEGE","COMPTON","CA","Public 2 Year","10554659","3207"
"4221900","COMPUTER TRAINING ACADEMY","RIVERSIDE","CA","Proprietary 2 Year","270190","101"
"3759300","COMPUTER TUTOR BUSINESS & TECH INST","MODESTO","CA","Proprietary 2 Year","432386","139"
"760700","CONCORDE CAREER INSTITUTE","NORTH HOLLYWOOD","CA","Proprietary 2 Year","2414372","664"
"793000","CONCORDE CAREER INSTITUTE","SAN DIEGO","CA","Proprietary 2 Year","2653553","753"
"807100","CONCORDE CAREER INSTITUTE","GARDEN GROVE","CA","Proprietary 2 Year","2412214","687"
"853700","CONCORDE CAREER INSTITUTE","SAN BERNARDINO","CA","Proprietary 2 Year","2639119","755"
"2070500","CONCORDIA UNIVERSITY","IRVINE","CA","Private 4 Year","2405977","612"
"119000","CONTRA COSTA COLLEGE","SAN PABLO","CA","Public 2 Year","7131363","2055"
"3542400","COPPER MOUNTAIN COLLEGE","JOSHUA TREE","CA","Public 2 Year","3848262","1217"
"4163400","COSMO BEAUTY ACADEMY","WEST SACRAMENTO","CA","Proprietary 2 Year","260029","70"
"4215300","COSMO FACTORY COSMETOLOGY ACADEMY (THE)","SANTA CRUZ","CA","Proprietary 2 Year","102131","26"
"753600","COSUMNES RIVER COLLEGE","SACRAMENTO","CA","Public 2 Year","14636586","4393"
"927200","CRAFTON HILLS COLLEGE","YUCAIPA","CA","Public 2 Year","5192492","1537"
"119200","CUESTA COLLEGE","SAN LUIS OBISPO","CA","Public 2 Year","7072304","2136"
"2111300","CUYAMACA COLLEGE","EL CAJON","CA","Public 2 Year","9946989","2880"
"119300","CYPRESS COLLEGE","CYPRESS","CA","Public 2 Year","19067644","5227"
"3614300","DAVID'S ACADEMY OF BEAUTY","TEMPLE CITY","CA","Proprietary 2 Year","310385","87"
"448000","DE ANZA COLLEGE","CUPERTINO","CA","Public 2 Year","19051846","5528"
"3025600","DELL'ARTE SCH OF PHYSICAL THEATRE","BLUE LAKE","CA","Private 4 Year","22570","4"
"2298000","DESIGN INSTITUTE OF SAN DIEGO","SAN DIEGO","CA","Proprietary 4 Year","354644","91"
"3646300","DESIGN'S SCHOOL OF COSMETOLOGY","PASO ROBLES","CA","Proprietary 2 Year","571034","154"
"119100","DIABLO VALLEY COLLEGE","PLEASANT HILL","CA","Public 2 Year","13348486","3797"
"4195200","DIAMOND BEAUTY COLLEGE","SOUTH EL MONTE","CA","Proprietary 2 Year","177702","48"
"2553600","DIVERSIFIED LANGUAGE INSTITUTE","LOS ANGELES","CA","Proprietary 2 Year","4516503","1014"
"119600","DOMINICAN UNIVERSITY OF CALIFORNIA","SAN RAFAEL","CA","Private 4 Year","1829862","491"
"3109500","DONGGUK  UNIVERSITY LOS ANGELES","LOS ANGELES","CA","Private 4 Year","17550","5"
"563800","DOWNEY ADULT SCHOOL","DOWNEY","CA","Public 2 Year","1645416","409"
"2226000","EAST LOS ANGELES COLLEGE","MONTEREY PARK","CA","Public 2 Year","37209191","10583"
"3116600","EAST SAN GABRIEL VLY REG OCCUP PROG","WEST COVINA","CA","Public 2 Year","1613016","507"
"119700","EL CAMINO COLLEGE","TORRANCE","CA","Public 2 Year","29446570","8951"
"2091200","ELEGANCE INTERNATIONAL","HOLLYWOOD","CA","Proprietary 2 Year","935722","332"
"4175400","ELITE COSMETOLOGY SCHOOL","YUCCA VALLEY","CA","Proprietary 2 Year","434591","117"
"903200","EMPIRE COLLEGE","SANTA ROSA","CA","Proprietary 4 Year","1157841","310"
"3413400","ENGLISH CENTER  (THE)","OAKLAND","CA","Private 2 Year","514412","138"
"3403300","EPIC BIBLE COLLEGE","SACRAMENTO","CA","Private 4 Year","475956","176"
"2167800","ESTES INSTITUTE OF COSMETOLOGY","VISALIA","CA","Proprietary 2 Year","277391","73"
"1110700","EVEREST  COLLEGE","ANAHEIM","CA","Proprietary 2 Year","1197774","358"
"449400","EVEREST COLLEGE","SAN BERNARDINO","CA","Proprietary 4 Year","2987249","856"
"760600","EVEREST COLLEGE","LOS ANGELES","CA","Proprietary 2 Year","39560","14"
"809000","EVEREST COLLEGE","ALHAMBRA","CA","Proprietary 2 Year","1910922","629"
"1110900","EVEREST COLLEGE","RESEDA","CA","Proprietary 2 Year","3209821","1001"
"1112100","EVEREST COLLEGE","HAYWARD","CA","Proprietary 2 Year","2865","1"
"1112300","EVEREST COLLEGE","GARDENA","CA","Proprietary 2 Year","2126389","684"
"1206100","EVEREST COLLEGE","SAN JOSE","CA","Proprietary 2 Year","15853","5"
"3072300","EVEREST COLLEGE","ONTARIO","CA","Proprietary 2 Year","2987856","975"
"3195400","EVEREST COLLEGE","TORRANCE","CA","Proprietary 2 Year","343962","119"
"1245200","EVERGREEN VALLEY COLLEGE","SAN JOSE","CA","Public 2 Year","12052568","3259"
"3973300","EX'PRESSION COLLEGE FOR DIGTAL ARTS","EMERYVILLE","CA","Proprietary 4 Year","1337330","317"
"4222200","FAB SCHOOL (THE)","RIVERSIDE","CA","Proprietary 2 Year","161403","58"
"859700","FEATHER RIVER COLLEGE","QUINCY","CA","Public 2 Year","1866887","462"
"725300","FEDERICO BEAUTY INSTITUTE","SACRAMENTO","CA","Proprietary 2 Year","930603","255"
"1111200","FIDM-FASHION INSTITUTE OF DESIGN","LOS ANGELES","CA","Proprietary 4 Year","5931373","1403"
"4158900","FLAIR BEAUTY COLLEGE","CANYON COUNTRY","CA","Proprietary 2 Year","170399","50"
"3871300","FOLSOM LAKE COLLEGE","FOLSOM","CA","Public 2 Year","5988248","1920"
"119900","FOOTHILL COLLEGE","LOS ALTOS HILLS","CA","Public 2 Year","4856226","1493"
"3162300","FOUR-D SUCCESS ACADEMY","COLTON","CA","Proprietary 2 Year","2693477","734"
"2230900","FREDRICK & CHARLES BEAUTY COLLEGE","EUREKA","CA","Proprietary 2 Year","228846","61"
"3039900","FREMONT COLLEGE","CERRITOS","CA","Proprietary 4 Year","2085548","516"
"130700","FRESNO CITY COLLEGE","FRESNO","CA","Public 2 Year","35916443","10568"
"125300","FRESNO PACIFIC UNIVERSITY","FRESNO","CA","Private 4 Year","6859550","1865"
"120100","FULLERTON COLLEGE","FULLERTON","CA","Public 2 Year","26357672","7371"
"4159600","GALAXY MEDICAL COLLEGE","NORTH HOLLYWOOD","CA","Proprietary 2 Year","113956","29"
"120200","GAVILAN COLLEGE","GILROY","CA","Public 2 Year","6205331","1863"
"4119800","GDS INSTITUTE","SOUTH GATE","CA","Proprietary 2 Year","17190","5"
"2231900","GEMOLOGICAL INSTITUTE OF AMERICA","CARLSBAD","CA","Private 2 Year","149792","35"
"2338500","GLENDALE CAREER COLLEGE","GLENDALE","CA","Proprietary 2 Year","2297085","620"
"120300","GLENDALE COMMUNITY COLLEGE","GLENDALE","CA","Public 2 Year","24696791","6890"
"4076400","GNOMON SCHOOL OF VISUAL EFFECTS","HOLLYWOOD","CA","Proprietary 2 Year","273724","63"
"120500","GOLDEN GATE UNIVERSITY","SAN FRANCISCO","CA","Private 4 Year","534699","164"
"4150100","GOLDEN STATE COLLEGE OF COURT REPORTING","DUBLIN","CA","Proprietary 2 Year","65038","17"
"120600","GOLDEN WEST COLLEGE","HUNTINGTON BEACH","CA","Public 2 Year","15350471","4088"
"4157800","GRACE MISSION UNIVERSITY","FULLERTON","CA","Private 4 Year","230521","48"
"120800","GROSSMONT COLLEGE","EL CAJON","CA","Public 2 Year","18544385","5451"
"4169800","GURNICK ACADEMY OF MEDICAL ARTS","SAN MATEO","CA","Proprietary 4 Year","3336028","856"
"565500","HACIENDA LA PUENTE ADULT EDUC CTR","LA PUENTE","CA","Public 2 Year","1322314","360"
"1298500","HAIR CALIFORNIA BEAUTY ACADEMY","ORANGE","CA","Proprietary 2 Year","15939","4"
"4178900","HANDS-ON MEDICAL MASSAGE SCHOOL","REDLANDS","CA","Proprietary 2 Year","172655","36"
"120900","HARTNELL COMMUNITY COLLEGE","SALINAS","CA","Public 2 Year","11267401","3065"
"117100","HARVEY MUDD COLLEGE","CLAREMONT","CA","Private 4 Year","439087","103"
"723400","HEALD COLLEGE","SAN FRANCISCO","CA","Proprietary 2 Year","44043107","12373"
"4141700","HEALING HANDS SCHOOL OF HOLISTIC HEALTH","ESCONDIDO","CA","Proprietary 2 Year","382303","112"
"4228100","HIGH DESERT MEDICAL COLLEGE","LANCASTER","CA","Proprietary 2 Year","1828042","463"
"2285100","HILLTOP BEAUTY SCHOOL","DALY CITY","CA","Proprietary 2 Year","541446","132"
"4209800","HINTON BARBER COLLEGE","VALLEJO","CA","Proprietary 2 Year","213549","57"
"118300","HOLY NAMES UNIVERSITY","OAKLAND","CA","Private 4 Year","1603883","404"
"4149700","HOMESTEAD SCHOOLS","TORRANCE","CA","Private 4 Year","755758","186"
"125200","HOPE INTERNATIONAL UNIVERSITY","FULLERTON","CA","Private 4 Year","1727599","448"
"4140500","HORIZON UNIVERSITY","SAN DIEGO","CA","Private 4 Year","58746","21"
"114900","HUMBOLDT STATE UNIVERSITY","ARCATA","CA","Public 4 Year","21049926","4661"
"121200","HUMPHREYS COLLEGE","STOCKTON","CA","Private 4 Year","1725165","503"
"2545900","HYPNOSIS MOTIVATION INSTITUTE","TARZANA","CA","Private 2 Year","184383","54"
"121400","IMPERIAL VALLEY COLLEGE","IMPERIAL","CA","Public 2 Year","19617461","5043"
"4132700","INFOTECH CAREER COLLEGE","BELLFLOWER","CA","Proprietary 2 Year","381604","88"
"2128300","INSTITUTE FOR BUSINESS & TECHNOLOGY","SANTA CLARA","CA","Proprietary 2 Year","2763808","765"
"3067500","INSTITUTE OF TECHNOLOGY","CLOVIS","CA","Proprietary 2 Year","6534810","1803"
"4181600","INTEGRITY COLLEGE OF HEALTH","PASADENA","CA","Proprietary 2 Year","217301","53"
