"PELLID","Institution","City","State","Recipients","Awards"
"2568","University of Nevada - Reno","Reno","NV","1265","2329421"
"13896","Western Nevada Community College","Carson City","NV","544","774016"
"2666","Adelphi University","Garden City","NY","686","1417876"
"2885","Albany College of Pharmacy","Albany","NY","172","338032"
"15936","Albany Schoharie Schenectady Boces Practical Nursing Program","Albany","NY","24","57121"
"2668","Alfred University","Alfred","NY","635","1204954.3300000001"
"33583","ALLEN SCHOOL","Jamaica","NY","477","615137"
"15038","Alvin Ailey American Dance Center","New York","NY","29","49086"
"10813","American Academy McAllister Institute","New York","NY","91","170557"
"7465","American Academy of Dramatic Arts","New York","NY","63","137737"
"30310","American Center for Career Training","New York","NY","386","736052"
"16082","American Musical & Dramatic Academy","New York","NY","136","246791.22"
"6435","Arnot Ogden Medical Center","Elmira","NY","30","62569"
"11208","Associated Beth Rivkah Schools","Brooklyn","NY","78","236047"
"9769","Audrey Cohen College","New York","NY","993","2235063"
"2671","Bard College","Annandale-on-Hudson","NY","256","542317"
"2708","Barnard College","New York","NY","475","1056789"
"11192","Beth Hamedrash Shaarei Yosher Institute","Brooklyn","NY","76","233500"
"11922","Beth HaTalmud Rabbinical College","Brooklyn","NY","80","238600"
"14928","BOCES Rensselaer School of Practical Nursing","Castleton","NY","67","181832"
"13029","Boricua College","New York","NY","1224","2884260.5"
"14662","Bramson ORT College - Main Campus","Forest Hills","NY","1058","1981176"
"2862","Broome Community College","Binghamton","NY","2345","3793066.21"
"14498","Broome Delaware Tioga Boces Program of Practical Nursing","Binghamton","NY","25","34798"
"15838","Buffalo Vocational Technical Center","Buffalo","NY","64","114437"
"2681","Canisius College","Buffalo","NY","891","1682836.3300000001"
"12364","Catholic Medical Center School of Nursing at Saint Anthony's Hospital","Fresh Meadows","NY","32","76002"
"14648","Cattaraugus/Allegany/Erie/Wyoming BOCES","Olean","NY","75","145797"
"2861","Cayuga County Community College - SUNY Office of Community College","Auburn","NY","1039","1838960.1000000001"
"14996","Cayuga Onondaga Boces Practical Nursing Program","Auburn","NY","12","20830"
"2685","Cazenovia College","Cazenovia","NY","374","767941.55000000005"
"4776","Central Yeshiva Tomchei Tmimim Lubavitz","Brooklyn","NY","393","1149397.5"
"15050","Champlain Valley Educational Services","Plattsburgh","NY","11","17085"
"14760","Circle in the Square Theatre School","New York","NY","10","23175"
"2686","CITY UNIVERSITY OF NEW YORK CENTRAL OFFICE","New York","NY","83924","178793142.18000001"
"2699","Clarkson University","Potsdam","NY","702","1375331"
"6787","Clinton Community College","Plattsburgh","NY","716","1158368.74"
"6443","Cochran School of Nursing Andrus Pavilion St. John's Riverside Hosp.","Yonkers","NY","43","78687"
"2701","Colgate University","Hamilton","NY","307","640876"
"2665","College of Aeronautics","Flushing","NY","767","1565883.03"
"2702","College of Insurance","New York","NY","35","63664"
"2703","College of Mount Saint Vincent","Riverdale","NY","631","1420503"
"2704","College of New Rochelle","New Rochelle","NY","5037","11380607.390000001"
"2705","College of St Rose","Albany","NY","754","1469975.8200000001"
"2707","Columbia University in the City of New York","New York","NY","1093","2216946"
"2709","Concordia College","Bronxville","NY","160","326314.5"
"2710","COOPER UNION FOR THE ADVANCEMENT OF SCIENCE & ART (THE)","New York","NY","158","352019"
"15404","Cope Institute","New York","NY","226","399496"
"2711","Cornell University","Ithaca","NY","2450","5309180.1200000001"
"6445","Crouse  Hospital School of Nursing","Syracuse","NY","68","135246"
"7304","Culinary Institute Of America","Hyde Park","NY","702","1436306"
"11614","CVPH Medical Center","Plattsburgh","NY","8","21200"
"2808","Daemen College","Amherst","NY","476","942525"
"14887","Dance Theatre of Harlem","New York","NY","3","5975"
"15131","Darkei Noam Rabbinical College","Brooklyn","NY","16","41295"
"30816","Delaware Chenango Madison Otsego Boces","Norwich","NY","55","100680.5"
"2713","Dominican College of Blauvelt","Orangeburg","NY","278","490065.5"
"15674","Dorothea Hopfer School of Nursing At The Mount Vernon Hospital (The)","Mount Vernon","NY","13","27314"
"2667","Dowling College","Oakdale","NY","859","1631819.6699999999"
"11917","Drake School of Manhattan","New York","NY","225","362549.89000000001"
"11918","Drake School of the Bronx","Bronx","NY","691","1414601.9199999999"
"14530","Dutchess BOCES School of Practical Nursing","Poughkeepsie","NY","42","68853"
"2864","Dutchess Community College","Poughkeepsie","NY","1211","2022190.5800000001"
"2712","D'Youville College","Buffalo","NY","388","795114"
"15375","Eastern Suffolk BOCES","Bellport","NY","112","193613"
"15891","Ellis Hospital School of Nursing","Schenectady","NY","23","42443"
"2718","Elmira College","Elmira","NY","371","663885.81999999995"
"12557","ERIE 1 BOARD OF COOPERATIVE EDUCATIONAL SERVICES","West Seneca","NY","74","151795"
"15777","Erie 2 - Chautauqua - Cattaraugus BOCES","Dunkirk","NY","36","75374.5"
"10684","Erie Community College - City Campus","Buffalo","NY","1775","3458096"
"2865","Erie Community College - North Campus","Willamsville","NY","1853","3342241.6800000002"
"12427","Erie Community College South Campus","Orchard Park","NY","1031","1729267"
"2866","Fashion Institute of Technology","New York","NY","1981","4148062"
"16507","FEGS Trades & Business School","New York","NY","25","37633"
"7532","Finger Lakes Community College","Canandaigua","NY","1356","2240655.9199999999"
"2722","FORDHAM UNIVERSITY","Bronx","NY","1515","3221465"
"33283","Franklin Career Institute","Hempstead","NY","210","317405"
"34044","Gamla College","Brooklyn","NY","259","592778"
"6782","Genesee Community College","Batavia","NY","1538","2603819.6600000001"
"31153","Genesee-Livingston-Steuben-Wyoming BOCES","Batavia","NY","22","45260"
"15992","Global Business Institute","Far Rockaway","NY","522","923846.5"
"32083","Grace Institute of Business Technology","Brooklyn","NY","332","500000"
"14654","Hamilton - Fulton - Montgomery BOCES","Johnstown","NY","22","27246"
"2728","Hamilton College","Clinton","NY","218","509248"
"2729","Hartwick College","Oneonta","NY","334","665479"
"15395","Helene Fuld School of Nursing North General Hospital","New York","NY","109","128731"
"14517","Herkimer County Boces Practical Nursing Program","Herkimer","NY","49","100658"
"2735","Hilbert College","Hamburg","NY","344","640754.60999999999"
"2731","HOBART AND WILLIAM SMITH COLLEGES","Geneva","NY","420","927290"
"2732","Hofstra University","Hempstead","NY","2193","4591808.4299999997"
"2734","Houghton College","Houghton","NY","446","855230"
"2868","Hudson Valley Community College","Troy","NY","2511","3965733.6499999999"
"16463","Institute of Business Technology","New York","NY","468","850173"
"12107","Institute of Design and Construction","Brooklyn","NY","91","164859.25"
"2737","Iona College","New Rochelle","NY","990","1951965"
"2739","Ithaca College","Ithaca","NY","1008","1986733.7"
"2869","JAMESTOWN COMMUNITY COLLEGE","Jamestown","NY","1606","2716570.7999999998"
"2870","Jefferson Community College","Watertown","NY","1564","2453795.5299999998"
"10052","Jefferson Lewis Boces Program of Practical Nursing","Watertown","NY","42","73738"
"2742","JUILLIARD SCHOOL (THE)","New York","NY","111","259056"
"10549","Kehilath Yakov Rabbinical Seminary","Ossining","NY","97","293475"
"2744","Keuka College","Keuka Park","NY","392","750710.43999999994"
"15921","Kol Yaakov Torah Center","Monsey","NY","6","11905"
"2748","Le Moyne College","Syracuse","NY","661","1320264"
"14321","Long Island College Hospital","Brooklyn","NY","52","88999"
"2751","Long Island University","Brookville","NY","6685","14409412.9"
"13026","Machzikei Hadath Rabbinical College","Brooklyn","NY","112","323859"
"14890","Madison Oneida Boces Practical Nursing Program","Verona","NY","67","112114"
"2758","Manhattan College","Riverdale","NY","818","1793919"
"31933","Manhattan School of Computer Technology","New York","NY","217","349442"
"2759","Manhattan School of Music","New York","NY","94","224498"
"2760","Manhattanville College","Purchase","NY","369","835751"
"2763","Maria College","Albany","NY","269","417802.09999999998"
"15230","Marion S Whelan School of Practical Nursing of Geneva General Hospital","Geneva","NY","10","18731"
"2765","Marist College","Poughkeepsie","NY","886","1698164.6899999999"
"15061","Martha Graham School of Contemporary Dance","New York","NY","3","6488"
"2768","Marymount College","Tarrytown","NY","338","738514.5"
"2769","Marymount Manhattan College","New York","NY","735","1463054"
"2777","Medaille College","Buffalo","NY","502","909475.44999999995"
"12203","Memorial Hospital School of Nursing","Albany","NY","28","45141"
"14886","Merce Cunningham Studio","New York","NY","6","13582"
"2772","Mercy College","Dobbs Ferry","NY","4613","9015233.6400000006"
"31814","Merkaz Bnos","Brooklyn","NY","322","657874"
"9335","Mesivta of Eastern Parkway Rabbinical Seminary","Brooklyn","NY","40","101422"
"7264","Mesivta Torah Vodaath Rabbinical Seminary","Brooklyn","NY","49","130368"
"3974","Mesivtha Tifereth Jerusalem of America","New York","NY","16","27244"
"4798","MIRRER YESHIVA CENTRAL INSTITUTE","Brooklyn","NY","88","237978.5"
"2775","Molloy College","Rockville Centre","NY","600","1127733.52"
"2872","Monroe Community College","Rochester","NY","4307","7711342.7400000002"
"14591","Montefiore Medical Center School of Radiology Therapy Technology","Bronx","NY","10","25474"
"2778","Mount Saint Mary College","Newburgh","NY","444","859397"
"2873","Nassau Community College","Garden City","NY","4920","9003723.3599999994"
"14901","Nassau County BOCES","Westbury","NY","27","30574"
"2779","Nazareth College of Rochester","Rochester","NY","464","905062.44999999995"
"9029","Neighborhood Playhouse School of the Theatre (The)","New York","NY","11","28225"
"2780","New School University","New York","NY","1023","2230839.8199999998"
"25994","New York College for Wholistic Health Education & Research (The)","Syosset","NY","204","406838"
"2782","New York Institute of Technology","Old Westbury","NY","1803","3631903.0899999999"
"13606","New York School of Interior Design","New York","NY","28","37429.5"
"5072","New York United Hospital School of Radiology","Port Chester","NY","3","4237"
"2785","NEW YORK UNIVERSITY","NEW YORK","NY","3391","6757495.0199999996"
"24543","New York University School of Medicine","New York","NY","9","20450"
"2874","Niagara County Community College","Sanborn","NY","1789","3003013.3199999998"
"2788","Niagara University","Niagara University","NY","699","1287476"
"7111","North Country Community College","Saranac Lake","NY","568","1066632.9299999999"
"2790","Nyack College","Nyack","NY","783","1582238.8500000001"
"11984","Ohr HaMeir Theological Seminary","Peekskill","NY","45","119182"
"2875","Onondaga Community College","Syracuse","NY","2068","3574238"
"12652","Onondaga Cortland Madison Boces","Liverpool","NY","70","132620"
"2876","Orange County Community College","Middletown","NY","1229","1993747.29"
"14888","Orange Ulster Boces School Of Practical Nursing","Goshen","NY","24","43070"
"12783","Oswego County BOCES Adult Careers Center","Mexico","NY","34","57462"
"12387","Otsego Area School of Practical Nursing","Oneonta","NY","25","70857.5"
"2791","Pace University","New York","NY","3070","6651497"
"2795","Paul Smith's College of Arts & Sciences","Paul Smiths","NY","334","683310"
"6438","Phillips Beth Israel School of Nursing","New York","NY","29","38784"
"2796","Polytechnic University","Brooklyn","NY","980","2329651.5"
"15291","Practical Bible College","Bible School Park","NY","156","302860.5"
"2798","Pratt Institute","Brooklyn","NY","854","1847291.46"
"16297","Professional Business Institute","New York","NY","1154","1966243"
"33373","Project Social Care/M.B. Inc.","Rego Park","NY","294","574272.5"
"13244","PUTNAM-WESTCHESTER BOCES","Yorktown Hts","NY","33","49053"
"3976","Rabbinical Academy Mesivta Rabbi Chaim Berlin","Brooklyn","NY","51","143662"
"10943","Rabbinical College Beth Shraga","Monsey","NY","13","37912"
"8614","Rabbinical College Bobover Yeshiva Bnei Zion","Brooklyn","NY","150","448225"
"3977","Rabbinical College Ch'san Sofer of New York","Brooklyn","NY","57","174075"
"10378","Rabbinical College of Long Island","Long Beach","NY","25","69875"
"31292","Rabbinical College of Ohr Shimon Yisroel","Brooklyn","NY","114","352375"
"26229","Rabbinical College of Yeshiva and Kolel Bais Medrosh Elyon Association","Monsey","NY","15","45025"
"8617","Rabbinical Seminary Mkor Chaim of Yeshiva","Brooklyn","NY","13","39575"
"11710","Rabbinical Seminary Of Adas Yereim","Brooklyn","NY","57","173925"
"3978","Rabbinical Seminary of America","Forest Hills","NY","62","148069"
"2803","RENSSELAER POLYTECHNIC INSTITUTE","Troy","NY","960","1889399.5"
"2805","Roberts Wesleyan College","Rochester","NY","411","761768.32999999996"
"15201","Rochester General Hospital","Rochester","NY","41","78540"
"2806","Rochester Institute of Technology","Rochester","NY","2607","5070000"
"2877","Rockland Community College","Suffern","NY","1229","2122955.2799999998"
"16038","Rockland County Boces Practical Nursing School","West Nyack","NY","32","61878"
"2810","Sage Colleges","Troy","NY","731","1392894.8700000001"
"6461","Saint Elizabeth Medical Center","Utica","NY","77","145688"
"5064","Saint James Mercy Hospital","Hornell","NY","7","14750"
"2823","Saint John's University","Jamaica","NY","4693","10220096.710000001"
"2825","Saint Joseph's College","Brooklyn","NY","879","1607513"
"6467","Saint Joseph's Hospital Health Center School of Nursing","Syracuse","NY","60","99242.350000000006"
"15513","Saint Lawrence Lewis County BOCES","Norwood","NY","34","52265.5"
"2829","SAINT LAWRENCE UNIVERSITY","Canton","NY","413","842508.5"
"5066","Saint Luke's Memorial Hospital School of Radiography","Utica","NY","7","16025"
"2832","Saint Thomas Aquinas College","Sparkill","NY","371","797768.07999999996"
"9248","Samaritan Hospital School of Nursing","Troy","NY","32","53659"
"2813","Sarah Lawrence College","Bronxville","NY","140","279640"
"6785","Schenectady County Community College","Schenectady","NY","1373","2095384"
"12407","Schuyler Chemung Tioga BOCES","Elmira","NY","34","68062"
"17121","Seminar L'Moros Bais Yaakov","Brooklyn","NY","175","447634"
