"OPEID","NAME","CITY","STATE","Type & Control","Recipients","Awards"
"2342400","ACADEMY OF RADIO BROADCASTING","HUNTINGTON BEACH","CA","Proprietary 2 Year","131","499264"
"3327400","ACUPUNCTURE AND INTEGRATIVE MEDICINE COL","BERKELEY","CA","Private 4 Year","6","33300"
"2520400","ADRIAN'S BEAUTY COLLEGE OF TURLOCK","TURLOCK","CA","Proprietary 2 Year","178","722767"
"3736300","ADVANCE BEAUTY COLLEGE","GARDEN GROVE","CA","Proprietary 2 Year","484","1894558"
"3786300","ADVANCED COLLEGE","SOUTH GATE","CA","Proprietary 2 Year","400","1761666"
"3532400","ADVANCED TRAINING ASSOCIATES","EL CAJON","CA","Proprietary 2 Year","60","236906"
"2258600","ALAMEDA BEAUTY COLLEGE","ALAMEDA","CA","Proprietary 2 Year","183","847702"
"2282300","ALHAMBRA BEAUTY COLLEGE","ALHAMBRA","CA","Proprietary 2 Year","255","1065920"
"111100","ALLAN HANCOCK COLLEGE","SANTA MARIA","CA","Public 2 Year","2529","8494242.9999999907"
"1111700","ALLIANT INTERNATIONAL UNIVERSITY","SAN DIEGO","CA","Private 4 Year","79","347047"
"3969600","AMERICAN AUTO INSTITUTE","CERRITOS","CA","Proprietary 2 Year","1074","3554190"
"1307400","AMERICAN BEAUTY COLLEGE","WEST COVINA","CA","Proprietary 2 Year","46","183849"
"2241800","AMERICAN CAREER COLLEGE","LOS ANGELES","CA","Proprietary 2 Year","4626","18966980"
"3971300","AMERICAN CAREER COLLEGE","ONTARIO","CA","Proprietary 2 Year","1927","8045392.0000000196"
"3144400","AMERICAN CLG OF HEALTH PROFESSIONS","RIVERSIDE","CA","Proprietary 2 Year","590","2488489"
"2099200","AMERICAN CONSERVATORY THEATER","SAN FRANCISCO","CA","Private 4 Year","1","5550"
"3962300","AMERICAN INSTITUTE OF MASSAGE THERAPY","SANTA ANA","CA","Proprietary 2 Year","11","40559"
"274100","AMERICAN JEWISH UNIVERSITY","BEL AIR","CA","Private 4 Year","40","169351"
"4159700","AMERICAN MEDICAL SCIENCES CENTER","GLENDALE","CA","Proprietary 2 Year","70","378831"
"123200","AMERICAN RIVER COLLEGE","SACRAMENTO","CA","Public 2 Year","11975","39933749.999999903"
"3225300","AMERICAN UNIVERSITY OF HEALTH SCIENCES","SIGNAL HILL","CA","Proprietary 4 Year","85","412327"
"4160400","ANGELES COLLEGE OF NURSING","LOS ANGELES","CA","Proprietary 2 Year","106","486838"
"4164400","ANGELES INSTITUTE","LAKEWOOD","CA","Proprietary 2 Year","111","551951"
"111300","ANTELOPE VALLEY COLLEGE","LANCASTER","CA","Public 2 Year","8006","25444426"
"3427500","ANTELOPE VALLEY MEDICAL COLLEGE","LANCASTER","CA","Proprietary 4 Year","1022","4416279"
"111600","ART CENTER COLLEGE OF DESIGN","PASADENA","CA","Private 4 Year","818","4093549"
"723600","ART INST OF CALIFORNIA-LOS ANGELES","LOS ANGELES","CA","Proprietary 4 Year","5569","21489689"
"2327600","ART INSTITUTE OF CALIFORNIA - SAN DIEGO","SAN DIEGO","CA","Proprietary 4 Year","3554","14589983"
"3125400","ART INSTITUTE OF CALIFORNIA-HOLLYWOOD (T","NORTH HOLLYWOOD","CA","Proprietary 4 Year","2103","8584985.0000000093"
"2595600","ASIAN AMERICAN INTERNATIONAL BTY CG","WESTMINSTER CITY","CA","Proprietary 2 Year","129","704603"
"902200","ASSOCIATED TECHNICAL COLLEGE","LOS ANGELES","CA","Proprietary 2 Year","1006","4116448.9999999902"
"2553500","ASSOCIATED TECHNICAL COLLEGE","SAN DIEGO","CA","Proprietary 2 Year","273","996837"
"3740400","ATI COLLEGE","NORWALK","CA","Proprietary 2 Year","245","1392886"
"3598300","AVALON BEAUTY COLLEGE","SANTA BARBARA","CA","Proprietary 2 Year","100","432190"
"2519800","AVANCE BEAUTY COLLEGE","SAN DIEGO","CA","Proprietary 2 Year","92","384732"
"111700","AZUSA PACIFIC UNIVERSITY","AZUSA","CA","Private 4 Year","1963","7757120"
"111800","BAKERSFIELD COLLEGE","BAKERSFIELD","CA","Public 2 Year","9965","31363740"
"3067400","BALDWIN PARK ADULT SCHOOL","BALDWIN PARK","CA","Public 2 Year","382","1243834"
"111900","BARSTOW COMMUNITY COLLEGE","BARSTOW","CA","Public 2 Year","2997","9067668.0000000093"
"705000","BAY VISTA COLLEGE OF BEAUTY","NATIONAL CITY","CA","Proprietary 2 Year","225","989986"
"3999300","BEAUMONT ADULT SCHOOL","BEAUMONT","CA","Public 2 Year","93","510772"
"2343400","BELLUS ACADEMY, THE ACADEMY OF BEAUTY AN","POWAY","CA","Proprietary 2 Year","365","1583724"
"2242700","BERKELEY CITY COLLEGE","BERKELEY","CA","Public 2 Year","1168","4126365"
"112100","BETHANY UNIVERSITY /  ASSEMBLIES OF GOD","SCOTTS VALLEY","CA","Private 4 Year","196","739287"
"3266300","BETHESDA UNIVERSITY OF CALIFORNIA","ANAHEIM","CA","Private 4 Year","41","173711"
"4148200","BEYOND 21ST CENTURY BEAUTY ACADEMY","SANTA FE SPRINGS","CA","Proprietary 2 Year","60","281299"
"4133000","BIOHEALTH COLLEGE","SAN JOSE","CA","Proprietary 2 Year","180","714395"
"112200","BIOLA UNIVERSITY","LA MIRADA","CA","Private 4 Year","1442","5548745"
"4137200","BORNER'S BARBER COLLEGE","LOS ANGELES","CA","Proprietary 2 Year","20","93028"
"4161800","BRANDMAN UNIVERSITY","IRVINE","CA","Private 4 Year","1917","7700307"
"2180600","BRIDGES  ACADEMY OF BEAUTY","BARSTOW","CA","Proprietary 2 Year","13","42078"
"112300","BROOKS INSTITUTE","SANTA BARBARA","CA","Proprietary 4 Year","439","2303257"
"2543400","BROWNSON TECHNICAL SCHOOL","ANAHEIM","CA","Proprietary 2 Year","190","697138"
"716400","BRYAN COLLEGE","LOS ANGELES","CA","Proprietary 2 Year","980","4901226"
"807300","BUTTE COMMUNITY COLLEGE","OROVILLE","CA","Public 2 Year","7450","26501936"
"3698400","CA COLLEGE OF VOCATIONAL CAREER","BAKERSFIELD","CA","Proprietary 2 Year","130","697119"
"112400","CABRILLO COLLEGE","APTOS","CA","Public 2 Year","3806","12484579"
"114300","CAL POLY STATE UNIVERSITY","SAN LUIS OBISPO","CA","Public 4 Year","3594","14318768"
"114400","CALIF STATE POLYTECHNIC UNIV POMONA","POMONA","CA","Public 4 Year","8717","35502366.000000097"
"114600","CALIF STATE UNIV - CHICO","CHICO","CA","Public 4 Year","5828","24987023.999999899"
"114700","CALIF STATE UNIV - FRESNO","FRESNO","CA","Public 4 Year","10350","44655501.000000097"
"799300","CALIF STATE UNIV BAKERSFIELD","BAKERSFIELD","CA","Public 4 Year","4500","18964315"
"114200","CALIF STATE UNIV SAN BERNARDINO","SAN BERNARDINO","CA","Public 4 Year","8935","38848011.999999799"
"114100","CALIF STATE UNIV, DOMINGUEZ HILLS","CARSON","CA","Public 4 Year","6845","29084448.999999899"
"3011300","CALIF STATE UNIV, SAN MARCOS","SAN MARCOS","CA","Public 4 Year","3733","14244207"
"113700","CALIF STATE UNIV-FULLERTON","FULLERTON","CA","Public 4 Year","12286","50454140"
"113900","CALIF STATE UNIV-LONG BEACH","LONG BEACH","CA","Public 4 Year","13368","56076384.999999799"
"114000","CALIF STATE UNIV-LOS ANGELES","LOS ANGELES","CA","Public 4 Year","10963","45834766"
"115300","CALIF STATE UNIV-NORTHRIDGE","NORTHRIDGE","CA","Public 4 Year","14775","62967895.999999799"
"115000","CALIF STATE UNIV-SACRAMENTO","SACRAMENTO","CA","Public 4 Year","12419","51093421.999999903"
"115700","CALIF STATE UNIV-STANISLAUS","TURLOCK","CA","Public 4 Year","4463","17971235"
"4152800","CALIFORNIA ACADEMY (THE) - A PAUL MITCHE","SACRAMENTO","CA","Proprietary 2 Year","293","1230309"
"112500","CALIFORNIA BAPTIST UNIVERSITY","RIVERSIDE","CA","Private 4 Year","1914","7923941"
"2065700","CALIFORNIA BEAUTY COLLEGE","MODESTO","CA","Proprietary 2 Year","85","385688"
"3974500","CALIFORNIA CAREER COLLEGE","CANOGA PARK","CA","Proprietary 2 Year","75","312732"
"2520200","CALIFORNIA CAREER SCHOOLS","ANAHEIM","CA","Proprietary 2 Year","10","28853"
"884400","CALIFORNIA CHRISTIAN COLLEGE","FRESNO","CA","Private 4 Year","16","58349"
"112700","CALIFORNIA COLLEGE OF THE ARTS","SAN FRANCISCO","CA","Private 4 Year","577","2325644"
"2110800","CALIFORNIA COLLEGE SAN DIEGO","SAN DIEGO","CA","Proprietary 4 Year","1468","8366825"
"2220200","CALIFORNIA CULINARY ACADEMY","SAN FRANCISCO","CA","Proprietary 2 Year","533","2401473"
"1186500","CALIFORNIA HAIR DESIGN ACADEMY","SAN DIEGO","CA","Proprietary 2 Year","231","1089250"
"3681300","CALIFORNIA HEALING ARTS COLLEGE","LOS ANGELES","CA","Proprietary 2 Year","98","373060"
"1215400","CALIFORNIA INSTITUTE OF INTEGRAL STUDIES","SAN FRANCISCO","CA","Private 4 Year","54","270407"
"113100","CALIFORNIA INSTITUTE OF TECHNOLOGY","PASADENA","CA","Private 4 Year","108","395534"
"113200","CALIFORNIA INSTITUTE OF THE ARTS","VALENCIA","CA","Private 4 Year","329","1451685"
"113300","CALIFORNIA LUTHERAN UNIVERSITY","THOUSAND OAKS","CA","Private 4 Year","754","2903676"
"113400","CALIFORNIA MARITIME ACADEMY","VALLEJO","CA","Public 4 Year","304","1333262"
"3935300","CALIFORNIA NURSES EDUCATIONAL INSTITUTE","CATHEDRAL CITY","CA","Proprietary 2 Year","114","496574"
"3260300","CALIFORNIA STATE U-MONTEREY BAY","SEASIDE","CA","Public 4 Year","2269","9367834.0000000093"
"3980300","CALIFORNIA STATE UNIVERSITY CHANNEL ISLA","CAMARILLO","CA","Public 4 Year","1470","5794716"
"113800","CALIFORNIA STATE UNIVERSITY, EAST BAY","HAYWARD","CA","Public 4 Year","4651","20594191"
"3874300","CAMBRIDGE JUNIOR COLLEGE","YUBA CITY","CA","Proprietary 2 Year","330","1477128"
"697300","CANADA COLLEGE","REDWOOD CITY","CA","Public 2 Year","1178","3864971"
"4138700","CAO INSTITUTE OF AESTHETICS (THE)","ALHAMBRA","CA","Proprietary 2 Year","136","565221"
"3019900","CAPSTONE COLLEGE","VAN NUYS","CA","Proprietary 2 Year","80","243699"
"2125000","CAREER ACADEMY OF BEAUTY","WEST GARDEN GROVE","CA","Proprietary 2 Year","160","634111"
"3797400","CAREER CARE INSTITUTE","LANCASTER","CA","Proprietary 2 Year","794","2795123"
"4119200","CAREER COLLEGE CONSULTANTS","LOS ANGELES","CA","Proprietary 2 Year","140","610100"
"4056300","CAREER COLLEGE OF CALIFORNIA","SANTA ANA","CA","Proprietary 2 Year","149","617341"
"4134500","CAREER COLLEGE OF SAN DIEGO","SAN DIEGO","CA","Proprietary 2 Year","182","673068"
"3427400","CAREER COLLEGES OF AMERICA","SOUTH GATE","CA","Proprietary 2 Year","1983","8565822.9999999907"
"4144200","CAREER DEVELOPMENT INSTITUTE","LOS ANGELES","CA","Proprietary 2 Year","15","71727"
"3242300","CAREER NETWORK INSTITUTE","ORANGE","CA","Proprietary 2 Year","608","2458360"
"974800","CARRINGTON COLLEGE CALIFORNIA","SACRAMENTO","CA","Proprietary 2 Year","6659","26961796"
"673100","CASA LOMA COLLEGE","VAN NUYS","CA","Private 2 Year","748","3800486.9999999902"
"2332800","CENTER FOR EMPLOYMENT TRAINING","SAN JOSE","CA","Private 2 Year","3379","12617310"
"3097700","CENTRAL CALIF SCH CONTINUING EDUC","SAN LUIS OBISPO","CA","Proprietary 2 Year","170","747110"
"2602300","CENTRAL COAST COLLEGE","SALINAS","CA","Proprietary 2 Year","281","895913"
"4150000","CENTRAL NURSING COLLEGE","LOS ANGELES","CA","Proprietary 2 Year","125","589414"
"116100","CERRITOS COLLEGE","NORWALK","CA","Public 2 Year","10956","35406958.000000097"
"1011100","CERRO-COSO COMMUNITY COLLEGE","RIDGECREST","CA","Public 2 Year","1117","3594168.0000000098"
"116200","CHABOT COLLEGE","HAYWARD","CA","Public 2 Year","4474","14292580"
"116300","CHAFFEY COLLEGE","RANCHO CUCAMONGA","CA","Public 2 Year","8442","27372547.999999899"
"4126400","CHAMPION INSTITUTE OF COSMETOLOGY","PALM SPRINGS","CA","Proprietary 2 Year","36","149151"
"116400","CHAPMAN UNIVERSITY","ORANGE","CA","Private 4 Year","1094","4572818.0000000102"
"1036500","CHARLES R DREW UNIV OF MED & SCI","LOS ANGELES","CA","Private 4 Year","82","381704"
"4180000","CINTA AVEDA INSTITUTE","SAN FRANCISCO","CA","Proprietary 2 Year","103","407239"
"3852500","CIT COLLEGE OF INFOMEDICAL TECHNOLOGY","FULLERTON","CA","Proprietary 2 Year","743","3143899"
"116600","CITRUS COLLEGE","GLENDORA","CA","Public 2 Year","5044","16096389"
"450200","CITY COLLEGE OF SAN FRANCISCO","SAN FRANCISCO","CA","Public 2 Year","9953","35673012.000000097"
"117000","CLAREMONT MCKENNA COLLEGE","CLAREMONT","CA","Private 4 Year","177","728426"
"3278300","CLARITA CAREER COLLEGE","CANYON COUNTRY","CA","Proprietary 2 Year","2296","7879327"
"2147400","CLEVELAND CHIROPRACTIC COLLEGE","LOS ANGELES","CA","Private 4 Year","45","203816"
"2309500","CLOVIS ADULT EDUC","CLOVIS","CA","Public 2 Year","217","681142"
"4115300","COACHELLA VALLEY BEAUTY COLLEGE","LA QUINTA","CA","Proprietary 2 Year","107","517967"
"4126500","COAST CAREER INSTITUTE","LOS ANGELES","CA","Proprietary 2 Year","894","3538412"
"4092300","COASTLINE BEAUTY COLLEGE","FOUNTAIN VALLEY","CA","Proprietary 2 Year","218","930642"
"2063500","COASTLINE COMMUNITY COLLEGE","FOUNTAIN VALLEY","CA","Public 2 Year","1979","6511232.9999999898"
"3577300","COBA ACADEMY","ORANGE","CA","Proprietary 2 Year","69","306043"
"117700","COGSWELL POLYTECHNICAL COLLEGE","SUNNYVALE","CA","Proprietary 4 Year","100","400924"
"729600","COLEMAN COLLEGE","SAN DIEGO","CA","Private 4 Year","510","2679578"
"2220000","COLLEEN O'HARA BEAUTY ACADEMY","SANTA ANA","CA","Proprietary 2 Year","271","1061379"
"672000","COLLEGE OF ALAMEDA","ALAMEDA","CA","Public 2 Year","1494","5215972"
"117800","COLLEGE OF MARIN","KENTFIELD","CA","Public 2 Year","1997","6657406.9999999898"
"118100","COLLEGE OF SAN MATEO","SAN MATEO","CA","Public 2 Year","1672","5826634"
"890300","COLLEGE OF THE CANYONS","SANTA CLARITA","CA","Public 2 Year","3486","11415884"
"118200","COLLEGE OF THE DESERT","PALM DESERT","CA","Public 2 Year","3909","12723742"
"118500","COLLEGE OF THE REDWOODS","EUREKA","CA","Public 2 Year","3330","11133447"
"118600","COLLEGE OF THE SEQUOIAS","VISALIA","CA","Public 2 Year","6436","20447295.999999899"
"118700","COLLEGE OF THE SISKIYOUS","WEED","CA","Public 2 Year","1311","4675398"
"770700","COLUMBIA COLLEGE","SONORA","CA","Public 2 Year","883","2983020"
"2110200","COLUMBIA COLLEGE","TARZANA","CA","Private 4 Year","165","699796"
"3874400","COMMMUNITY CHRISTIAN COLLEGE","REDLANDS","CA","Private 2 Year","112","405277"
"3250300","COMMUNITY BASED EDUCATION AND DEVEL","LOS ANGELES","CA","Private 2 Year","248","1092601"
"3695300","COMMUNITY ENHANCEMENT SERVICES","BURBANK","CA","Private 2 Year","160","662182"
"119701","COMPTON COMMUNITY COLLEGE","COMPTON","CA","Public 2 Year","2716","9038442.9999999907"
"3759300","COMPUTER TUTOR BUSINESS & TECH INST","MODESTO","CA","Proprietary 2 Year","132","512143"
"760700","CONCORDE CAREER INSTITUTE","NORTH HOLLYWOOD","CA","Proprietary 2 Year","835","3438575"
"793000","CONCORDE CAREER INSTITUTE","SAN DIEGO","CA","Proprietary 2 Year","866","3290875"
"807100","CONCORDE CAREER INSTITUTE","GARDEN GROVE","CA","Proprietary 2 Year","908","3460427"
"853700","CONCORDE CAREER INSTITUTE","SAN BERNARDINO","CA","Proprietary 2 Year","1136","4786879.0000000102"
"2070500","CONCORDIA UNIVERSITY","IRVINE","CA","Private 4 Year","485","1860250"
"119000","CONTRA COSTA COLLEGE","SAN PABLO","CA","Public 2 Year","2821","10394576"
"3542400","COPPER MOUNTAIN COLLEGE","JOSHUA TREE","CA","Public 2 Year","1246","4013155"
"4163400","COSMO BEAUTY ACADEMY","WEST SACRAMENTO","CA","Proprietary 2 Year","73","306591"
"753600","COSUMNES RIVER COLLEGE","SACRAMENTO","CA","Public 2 Year","4546","15545491"
"927200","CRAFTON HILLS COLLEGE","YUCAIPA","CA","Public 2 Year","1564","5041977.0000000102"
"4003300","CSI CAREER COLLEGE","VACAVILLE","CA","Proprietary 2 Year","282","1102481"
"119200","CUESTA COLLEGE","SAN LUIS OBISPO","CA","Public 2 Year","2026","6879003.9999999898"
"2111300","CUYAMACA COLLEGE","EL CAJON","CA","Public 2 Year","3126","10679701"
"119300","CYPRESS COLLEGE","CYPRESS","CA","Public 2 Year","4838","16567687"
"448000","DE ANZA COLLEGE","CUPERTINO","CA","Public 2 Year","3909","14276438"
"3025600","DELL'ARTE SCH OF PHYSICAL THEATRE","BLUE LAKE","CA","Private 4 Year","4","22200"
"2298000","DESIGN INSTITUTE OF SAN DIEGO","SAN DIEGO","CA","Proprietary 4 Year","130","587551"
"3646300","DESIGN'S SCHOOL OF COSMETOLOGY","PASO ROBLES","CA","Proprietary 2 Year","137","584937"
"119100","DIABLO VALLEY COLLEGE","PLEASANT HILL","CA","Public 2 Year","2684","9050269.9999999907"
"4156100","DIOR SCHOOL OF COSMETOLOGY","MODESTO","CA","Proprietary 2 Year","59","211648"
"2553600","DIVERSIFIED LANGUAGE INSTITUTE","LOS ANGELES","CA","Proprietary 2 Year","1059","4001246"
"119600","DOMINICAN UNIVERSITY OF CALIFORNIA","SAN RAFAEL","CA","Private 4 Year","577","2220283"
"3109500","DONGGUK  UNIVERSITY LOS ANGELES","LOS ANGELES","CA","Private 4 Year","10","29558"
"563800","DOWNEY ADULT SCHOOL","DOWNEY","CA","Public 2 Year","190","655686"
"2226000","EAST LOS ANGELES COLLEGE","MONTEREY PARK","CA","Public 2 Year","10696","40178073"
"3116600","EAST SAN GABRIEL VLY REG OCCUP PROG","WEST COVINA","CA","Public 2 Year","718","2048125"
"119700","EL CAMINO COLLEGE","TORRANCE","CA","Public 2 Year","6089","20219950"
"2091200","ELEGANCE INTERNATIONAL","HOLLYWOOD","CA","Proprietary 2 Year","106","320613"
"4175400","ELITE COSMETOLOGY SCHOOL","YUCCA VALLEY","CA","Proprietary 2 Year","58","241855"
"3094400","ELITE PROGRESSIVE SCHOOL OF COSM","SACRAMENTO","CA","Proprietary 2 Year","699","2969733"
"903200","EMPIRE COLLEGE","SANTA ROSA","CA","Proprietary 2 Year","490","2144969"
"3413400","ENGLISH CENTER  (THE)","OAKLAND","CA","Private 2 Year","223","907911"
"2167800","ESTES INSTITUTE OF COSMETOLOGY","VISALIA","CA","Proprietary 2 Year","97","511424"
"4167000","ESTHETIQUES COSMETOLOGY INSTITUTE","TEMECULA","CA","Proprietary 2 Year","224","1145388"
"1110700","EVEREST  COLLEGE","ANAHEIM","CA","Proprietary 2 Year","886","3141651"
"449400","EVEREST COLLEGE","SAN BERNARDINO","CA","Proprietary 2 Year","1022","3819551.0000000098"
"760600","EVEREST COLLEGE","LOS ANGELES","CA","Proprietary 2 Year","431","1567029"
"809000","EVEREST COLLEGE","ALHAMBRA","CA","Proprietary 2 Year","1589","5237973"
"1102400","EVEREST COLLEGE","SAN FRANCISCO","CA","Proprietary 2 Year","1936","6648838"
"1110900","EVEREST COLLEGE","RESEDA","CA","Proprietary 2 Year","1790","6472159"
"1112100","EVEREST COLLEGE","HAYWARD","CA","Proprietary 2 Year","394","1349041"
"1112300","EVEREST COLLEGE","GARDENA","CA","Proprietary 2 Year","1860","6601701"
"1206100","EVEREST COLLEGE","SAN JOSE","CA","Proprietary 2 Year","497","1653789"
"3072300","EVEREST COLLEGE","ONTARIO","CA","Proprietary 2 Year","2908","10328131"
"3195400","EVEREST COLLEGE","TORRANCE","CA","Proprietary 2 Year","319","1165953"
"1245200","EVERGREEN VALLEY COLLEGE","SAN JOSE","CA","Public 2 Year","3563","13025060"
"3973300","EX'PRESSION COLLEGE FOR DIGTAL ARTS","EMERYVILLE","CA","Proprietary 4 Year","541","2938191"
"2234300","FASHION CAREERS OF CALIFORNIA","SAN DIEGO","CA","Proprietary 2 Year","75","274232"
"859700","FEATHER RIVER COLLEGE","QUINCY","CA","Public 2 Year","668","2529270"
"725300","FEDERICO BEAUTY INSTITUTE","SACRAMENTO","CA","Proprietary 2 Year","242","883598"
"1111200","FIDM-FASHION INSTITUTE OF DESIGN","LOS ANGELES","CA","Proprietary 4 Year","2253","8890551.0000000093"
"3131300","FIVE BRANCHES UNIVERSITY","SANTA CRUZ","CA","Private 4 Year","7","23537"
"3871300","FOLSOM LAKE COLLEGE","FOLSOM","CA","Public 2 Year","1903","6164435"
"119900","FOOTHILL COLLEGE","LOS ALTOS HILLS","CA","Public 2 Year","1615","5568178"
"3162300","FOUR-D SUCCESS ACADEMY","COLTON","CA","Proprietary 2 Year","983","4463707"
"4154400","FRANKLIN CAREER COLLEGE","ONTARIO","CA","Proprietary 2 Year","188","661404"
"2230900","FREDRICK & CHARLES BEAUTY COLLEGE","EUREKA","CA","Proprietary 2 Year","86","497061"
"3039900","FREMONT COLLEGE","CERRITOS","CA","Proprietary 4 Year","439","2215123"
"130700","FRESNO CITY COLLEGE","FRESNO","CA","Public 2 Year","10945","37487277"
"125300","FRESNO PACIFIC UNIVERSITY","FRESNO","CA","Private 4 Year","1635","6021383"
"120100","FULLERTON COLLEGE","FULLERTON","CA","Public 2 Year","5337","19207301"
"4159600","GALAXY MEDICAL COLLEGE","NORTH HOLLYWOOD","CA","Proprietary 2 Year","7","16510"
"1202700","GALEN COLLEGE OF CALIFORNIA","FRESNO","CA","Proprietary 2 Year","119","433252"
"120200","GAVILAN COLLEGE","GILROY","CA","Public 2 Year","1893","6333995.0000000102"
"2231900","GEMOLOGICAL INSTITUTE OF AMERICA","CARLSBAD","CA","Private 2 Year","34","133762"
"2338500","GLENDALE CAREER COLLEGE","GLENDALE","CA","Proprietary 2 Year","491","2001425"
"120300","GLENDALE COMMUNITY COLLEGE","GLENDALE","CA","Public 2 Year","7353","24907289.999999899"
"4076400","GNOMON SCHOOL OF VISUAL EFFECTS","HOLLYWOOD","CA","Proprietary 2 Year","22","70411"
"120500","GOLDEN GATE UNIVERSITY","SAN FRANCISCO","CA","Private 4 Year","123","363763"
"4150100","GOLDEN STATE COLLEGE OF COURT REPORTING","DUBLIN","CA","Proprietary 2 Year","21","96248"
"120600","GOLDEN WEST COLLEGE","HUNTINGTON BEACH","CA","Public 2 Year","3233","12075830"
"120800","GROSSMONT COLLEGE","EL CAJON","CA","Public 2 Year","4864","16583930"
"4169800","GURNICK ACADEMY OF MEDICAL ARTS","SAN MATEO","CA","Proprietary 2 Year","370","1741396"
"565500","HACIENDA LA PUENTE ADULT EDUC CTR","LA PUENTE","CA","Public 2 Year","311","957913"
"1298500","HAIR CALIFORNIA BEAUTY ACADEMY","ORANGE","CA","Proprietary 2 Year","38","164437"
"4178900","HANDS-ON MEDICAL MASSAGE SCHOOL","REDLANDS","CA","Proprietary 2 Year","12","30650"
"120900","HARTNELL COMMUNITY COLLEGE","SALINAS","CA","Public 2 Year","2952","10696848"
"117100","HARVEY MUDD COLLEGE","CLAREMONT","CA","Private 4 Year","108","430367"
"723400","HEALD COLLEGE","SAN FRANCISCO","CA","Proprietary 2 Year","3324","12365295"
"809300","HEALD COLLEGE","FRESNO","CA","Proprietary 2 Year","2993","12066511"
"853200","HEALD COLLEGE","HAYWARD","CA","Proprietary 2 Year","2972","11369285"
"2593100","HEALD COLLEGE","ROSEVILLE","CA","Proprietary 2 Year","1838","7302745"
"2593200","HEALD COLLEGE","MILPITAS","CA","Proprietary 2 Year","2031","7693120"
"2593300","HEALD COLLEGE","STOCKTON","CA","Proprietary 2 Year","2697","10202972"
"3034000","HEALD COLLEGE","SALINAS","CA","Proprietary 2 Year","2007","7833298"
"2187500","HEALD COLLEGE, SCH OF BUS & TECH","CONCORD","CA","Proprietary 2 Year","2109","7813072.0000000102"
"747700","HEALD COLLEGE,SCHOOLS OF BUS & TECH","RANCHO CORDOVA","CA","Proprietary 2 Year","1905","7079558"
